WKT,Longitude,Latitude,Description,Satellite,Orbit,Time_WST,Date,SatZenith,Confidence,Intensity,Receiving_Station
"POINT (149.56813 -27.67438)","149.568","-27.674","
",SNPP,"48305",12:14,"20210222","52.82","-1.00","-1.00",Alice Springs
"POINT (148.21813 -27.74188)","148.218","-27.742","
",SNPP,"48305",12:14,"20210222","47.78","-1.00","-1.00",Alice Springs
"POINT (148.22188 -27.74188)","148.222","-27.742","
",SNPP,"48305",12:14,"20210222","47.79","-1.00","-1.00",Alice Springs
"POINT (148.21813 -27.74563)","148.218","-27.746","
",SNPP,"48305",12:14,"20210222","47.76","-1.00","-1.00",Alice Springs
"POINT (148.22188 -27.74563)","148.222","-27.746","
",SNPP,"48305",12:14,"20210222","47.78","-1.00","-1.00",Alice Springs
"POINT (148.21437 -27.74938)","148.214","-27.749","
",SNPP,"48305",12:14,"20210222","47.74","-1.00","-1.00",Alice Springs
"POINT (148.21813 -27.74938)","148.218","-27.749","
",SNPP,"48305",12:14,"20210222","47.76","-1.00","-1.00",Alice Springs
"POINT (151.07938 -27.87313)","151.079","-27.873","
",SNPP,"48305",12:14,"20210222","57.38","-1.00","-1.00",Alice Springs
"POINT (151.08313 -27.87313)","151.083","-27.873","
",SNPP,"48305",12:14,"20210222","57.40","-1.00","-1.00",Alice Springs
"POINT (151.07938 -27.87688)","151.079","-27.877","
",SNPP,"48305",12:14,"20210222","57.37","-1.00","-1.00",Alice Springs
"POINT (148.12813 -28.07563)","148.128","-28.076","
",SNPP,"48305",12:14,"20210222","46.95","-1.00","-1.00",Alice Springs
"POINT (148.13188 -28.07563)","148.132","-28.076","
",SNPP,"48305",12:14,"20210222","46.96","-1.00","-1.00",Alice Springs
"POINT (148.12813 -28.07938)","148.128","-28.079","
",SNPP,"48305",12:14,"20210222","46.95","-1.00","-1.00",Alice Springs
"POINT (148.13188 -28.07938)","148.132","-28.079","
",SNPP,"48305",12:14,"20210222","46.95","-1.00","-1.00",Alice Springs
"POINT (148.12438 -28.08313)","148.124","-28.083","
",SNPP,"48305",12:14,"20210222","46.93","-1.00","-1.00",Alice Springs
"POINT (150.45688 -28.25563)","150.457","-28.256","
",SNPP,"48305",12:14,"20210222","55.03","-1.00","-1.00",Alice Springs
"POINT (150.45688 -28.25938)","150.457","-28.259","
",SNPP,"48305",12:14,"20210222","55.03","-1.00","-1.00",Alice Springs
"POINT (150.46062 -28.25938)","150.461","-28.259","
",SNPP,"48305",12:14,"20210222","55.04","-1.00","-1.00",Alice Springs
"POINT (150.45688 -28.26313)","150.457","-28.263","
",SNPP,"48305",12:14,"20210222","55.03","-1.00","-1.00",Alice Springs
"POINT (150.46062 -28.26313)","150.461","-28.263","
",SNPP,"48305",12:14,"20210222","55.04","-1.00","-1.00",Alice Springs
"POINT (152.17063 -28.31188)","152.171","-28.312","
",SNPP,"48305",12:14,"20210222","59.95","-1.00","-1.00",Alice Springs
"POINT (152.17438 -28.31188)","152.174","-28.312","
",SNPP,"48305",12:14,"20210222","59.96","-1.00","-1.00",Alice Springs
"POINT (151.81813 -28.39438)","151.818","-28.394","
",SNPP,"48305",12:14,"20210222","58.91","-1.00","-1.00",Alice Springs
"POINT (151.82189 -28.39438)","151.822","-28.394","
",SNPP,"48305",12:14,"20210222","58.92","-1.00","-1.00",Alice Springs
"POINT (151.82563 -28.39438)","151.826","-28.394","
",SNPP,"48305",12:14,"20210222","58.93","-1.00","-1.00",Alice Springs
"POINT (151.81813 -28.39813)","151.818","-28.398","
",SNPP,"48305",12:14,"20210222","58.91","-1.00","-1.00",Alice Springs
"POINT (151.82189 -28.39813)","151.822","-28.398","
",SNPP,"48305",12:14,"20210222","58.92","-1.00","-1.00",Alice Springs
"POINT (151.82563 -28.39813)","151.826","-28.398","
",SNPP,"48305",12:14,"20210222","58.93","-1.00","-1.00",Alice Springs
"POINT (151.82189 -28.40188)","151.822","-28.402","
",SNPP,"48305",12:14,"20210222","58.92","-1.00","-1.00",Alice Springs
"POINT (151.82563 -28.40188)","151.826","-28.402","
",SNPP,"48305",12:14,"20210222","58.93","-1.00","-1.00",Alice Springs
"POINT (151.82938 -28.40188)","151.829","-28.402","
",SNPP,"48305",12:14,"20210222","58.94","-1.00","-1.00",Alice Springs
"POINT (151.82189 -28.40563)","151.822","-28.406","
",SNPP,"48305",12:14,"20210222","58.91","-1.00","-1.00",Alice Springs
"POINT (150.10813 -28.41313)","150.108","-28.413","
",SNPP,"48305",12:14,"20210222","53.72","-1.00","-1.00",Alice Springs
"POINT (150.59188 -28.58188)","150.592","-28.582","
",SNPP,"48305",12:14,"20210222","55.07","-1.00","-1.00",Alice Springs
"POINT (151.42438 -28.99813)","151.424","-28.998","
",SNPP,"48305",12:14,"20210222","57.12","-1.00","-1.00",Alice Springs
"POINT (151.42063 -29.00188)","151.421","-29.002","
",SNPP,"48305",12:14,"20210222","57.10","-1.00","-1.00",Alice Springs
"POINT (151.42438 -29.00188)","151.424","-29.002","
",SNPP,"48305",12:14,"20210222","57.11","-1.00","-1.00",Alice Springs
"POINT (151.42813 -29.00188)","151.428","-29.002","
",SNPP,"48305",12:14,"20210222","57.12","-1.00","-1.00",Alice Springs
"POINT (149.95813 -29.65438)","149.958","-29.654","
",SNPP,"48305",12:14,"20210222","51.65","-1.00","-1.00",Alice Springs
"POINT (149.96187 -29.65438)","149.962","-29.654","
",SNPP,"48305",12:14,"20210222","51.66","-1.00","-1.00",Alice Springs
"POINT (151.91564 -29.75563)","151.916","-29.756","
",SNPP,"48305",12:14,"20210222","57.70","-1.00","-1.00",Alice Springs
"POINT (148.96062 -30.30688)","148.961","-30.307","
",SNPP,"48305",12:14,"20210222","47.07","-1.00","-1.00",Alice Springs
"POINT (148.96437 -30.30688)","148.964","-30.307","
",SNPP,"48305",12:14,"20210222","47.09","-1.00","-1.00",Alice Springs
"POINT (148.99063 -30.31063)","148.991","-30.311","
",SNPP,"48305",12:14,"20210222","47.18","-1.00","-1.00",Alice Springs
"POINT (148.99437 -30.31063)","148.994","-30.311","
",SNPP,"48305",12:14,"20210222","47.19","-1.00","-1.00",Alice Springs
"POINT (148.99813 -30.31063)","148.998","-30.311","
",SNPP,"48305",12:14,"20210222","47.20","-1.00","-1.00",Alice Springs
"POINT (146.87188 -31.19188)","146.872","-31.192","
",SNPP,"48305",12:14,"20210222","36.38","-1.00","-1.00",Alice Springs
"POINT (146.87563 -31.19188)","146.876","-31.192","
",SNPP,"48305",12:14,"20210222","36.39","-1.00","-1.00",Alice Springs
"POINT (146.87938 -31.19188)","146.879","-31.192","
",SNPP,"48305",12:14,"20210222","36.42","-1.00","-1.00",Alice Springs
"POINT (146.87938 -31.19563)","146.879","-31.196","
",SNPP,"48305",12:14,"20210222","36.41","-1.00","-1.00",Alice Springs
"POINT (146.08063 -32.13688)","146.081","-32.137","
",SNPP,"48305",12:14,"20210222","30.52","-1.00","-1.00",Alice Springs
"POINT (147.37438 -32.20813)","147.374","-32.208","
",SNPP,"48305",12:14,"20210222","37.10","-1.00","-1.00",Alice Springs
"POINT (147.37062 -32.21188)","147.371","-32.212","
",SNPP,"48305",12:14,"20210222","37.08","-1.00","-1.00",Alice Springs
"POINT (147.38188 -32.21188)","147.382","-32.212","
",SNPP,"48305",12:14,"20210222","37.13","-1.00","-1.00",Alice Springs
"POINT (146.92438 -32.43313)","146.924","-32.433","
",SNPP,"48305",12:14,"20210222","34.47","-1.00","-1.00",Alice Springs
"POINT (146.92438 -32.43688)","146.924","-32.437","
",SNPP,"48305",12:14,"20210222","34.46","-1.00","-1.00",Alice Springs
"POINT (146.92813 -32.43688)","146.928","-32.437","
",SNPP,"48305",12:14,"20210222","34.47","-1.00","-1.00",Alice Springs
"POINT (146.92813 -32.44438)","146.928","-32.444","
",SNPP,"48305",12:14,"20210222","34.47","-1.00","-1.00",Alice Springs
"POINT (146.93187 -32.44438)","146.932","-32.444","
",SNPP,"48305",12:14,"20210222","34.49","-1.00","-1.00",Alice Springs
"POINT (146.93563 -32.44438)","146.936","-32.444","
",SNPP,"48305",12:14,"20210222","34.50","-1.00","-1.00",Alice Springs
"POINT (137.59063 -33.00313)","137.591","-33.003","
",SNPP,"48305",12:14,"20210222","26.79","-1.00","-1.00",Alice Springs
"POINT (137.57938 -33.00688)","137.579","-33.007","
",SNPP,"48305",12:14,"20210222","26.86","-1.00","-1.00",Alice Springs
"POINT (146.74813 -33.10438)","146.748","-33.104","
",SNPP,"48305",12:14,"20210222","32.31","-1.00","-1.00",Alice Springs
"POINT (146.75188 -33.10438)","146.752","-33.104","
",SNPP,"48305",12:14,"20210222","32.32","-1.00","-1.00",Alice Springs
"POINT (143.19313 -33.10813)","143.193","-33.108","
",SNPP,"48305",12:14,"20210222","10.63","-1.00","-1.00",Alice Springs
"POINT (143.19689 -33.10813)","143.197","-33.108","
",SNPP,"48305",12:14,"20210222","10.65","-1.00","-1.00",Alice Springs
"POINT (143.18187 -33.11188)","143.182","-33.112","
",SNPP,"48305",12:14,"20210222","10.54","-1.00","-1.00",Alice Springs
"POINT (143.21187 -33.11188)","143.212","-33.112","
",SNPP,"48305",12:14,"20210222","10.75","-1.00","-1.00",Alice Springs
"POINT (143.22689 -33.11563)","143.227","-33.116","
",SNPP,"48305",12:14,"20210222","10.85","-1.00","-1.00",Alice Springs
"POINT (143.23062 -33.11563)","143.231","-33.116","
",SNPP,"48305",12:14,"20210222","10.88","-1.00","-1.00",Alice Springs
"POINT (143.23438 -33.11563)","143.234","-33.116","
",SNPP,"48305",12:14,"20210222","10.90","-1.00","-1.00",Alice Springs
"POINT (143.24187 -33.11938)","143.242","-33.119","
",SNPP,"48305",12:14,"20210222","10.94","-1.00","-1.00",Alice Springs
"POINT (148.57064 -33.15313)","148.571","-33.153","
",SNPP,"48305",12:14,"20210222","41.04","-1.00","-1.00",Alice Springs
"POINT (148.57064 -33.15688)","148.571","-33.157","
",SNPP,"48305",12:14,"20210222","41.03","-1.00","-1.00",Alice Springs
"POINT (148.57437 -33.15688)","148.574","-33.157","
",SNPP,"48305",12:14,"20210222","41.05","-1.00","-1.00",Alice Springs
"POINT (148.72063 -33.17563)","148.721","-33.176","
",SNPP,"48305",12:14,"20210222","41.67","-1.00","-1.00",Alice Springs
"POINT (146.48563 -33.20188)","146.486","-33.202","
",SNPP,"48305",12:14,"20210222","30.74","-1.00","-1.00",Alice Springs
"POINT (146.48563 -33.20563)","146.486","-33.206","
",SNPP,"48305",12:14,"20210222","30.72","-1.00","-1.00",Alice Springs
"POINT (146.51563 -33.20938)","146.516","-33.209","
",SNPP,"48305",12:14,"20210222","30.88","-1.00","-1.00",Alice Springs
"POINT (146.50814 -33.21688)","146.508","-33.217","
",SNPP,"48305",12:14,"20210222","30.80","-1.00","-1.00",Alice Springs
"POINT (146.50438 -33.22063)","146.504","-33.221","
",SNPP,"48305",12:14,"20210222","30.77","-1.00","-1.00",Alice Springs
"POINT (146.66564 -33.22813)","146.666","-33.228","
",SNPP,"48305",12:14,"20210222","31.64","-1.00","-1.00",Alice Springs
"POINT (146.66938 -33.22813)","146.669","-33.228","
",SNPP,"48305",12:14,"20210222","31.65","-1.00","-1.00",Alice Springs
"POINT (146.67313 -33.22813)","146.673","-33.228","
",SNPP,"48305",12:14,"20210222","31.68","-1.00","-1.00",Alice Springs
"POINT (146.67688 -33.22813)","146.677","-33.228","
",SNPP,"48305",12:14,"20210222","31.70","-1.00","-1.00",Alice Springs
"POINT (146.68062 -33.22813)","146.681","-33.228","
",SNPP,"48305",12:14,"20210222","31.71","-1.00","-1.00",Alice Springs
"POINT (146.68438 -33.22813)","146.684","-33.228","
",SNPP,"48305",12:14,"20210222","31.74","-1.00","-1.00",Alice Springs
"POINT (146.68813 -33.22813)","146.688","-33.228","
",SNPP,"48305",12:14,"20210222","31.76","-1.00","-1.00",Alice Springs
"POINT (146.67313 -33.23188)","146.673","-33.232","
",SNPP,"48305",12:14,"20210222","31.68","-1.00","-1.00",Alice Springs
"POINT (146.67688 -33.23188)","146.677","-33.232","
",SNPP,"48305",12:14,"20210222","31.69","-1.00","-1.00",Alice Springs
"POINT (146.68062 -33.23188)","146.681","-33.232","
",SNPP,"48305",12:14,"20210222","31.71","-1.00","-1.00",Alice Springs
"POINT (146.50438 -33.24313)","146.504","-33.243","
",SNPP,"48305",12:14,"20210222","30.74","-1.00","-1.00",Alice Springs
"POINT (146.38813 -33.26188)","146.388","-33.262","
",SNPP,"48305",12:14,"20210222","30.07","-1.00","-1.00",Alice Springs
"POINT (146.39188 -33.26188)","146.392","-33.262","
",SNPP,"48305",12:14,"20210222","30.08","-1.00","-1.00",Alice Springs
"POINT (145.54813 -33.29188)","145.548","-33.292","
",SNPP,"48305",12:14,"20210222","25.24","-1.00","-1.00",Alice Springs
"POINT (147.91812 -33.37813)","147.918","-33.378","
",SNPP,"48305",12:14,"20210222","37.66","-1.00","-1.00",Alice Springs
"POINT (147.92188 -33.37813)","147.922","-33.378","
",SNPP,"48305",12:14,"20210222","37.67","-1.00","-1.00",Alice Springs
"POINT (145.37188 -33.49813)","145.372","-33.498","
",SNPP,"48305",12:14,"20210222","23.81","-1.00","-1.00",Alice Springs
"POINT (145.37563 -33.49813)","145.376","-33.498","
",SNPP,"48305",12:14,"20210222","23.82","-1.00","-1.00",Alice Springs
"POINT (146.88687 -33.85063)","146.887","-33.851","
",SNPP,"48305",12:14,"20210222","31.65","-1.00","-1.00",Alice Springs
"POINT (148.72438 -33.96688)","148.724","-33.967","
",SNPP,"48305",12:14,"20210222","40.35","-1.00","-1.00",Alice Springs
"POINT (148.72814 -33.96688)","148.728","-33.967","
",SNPP,"48305",12:14,"20210222","40.37","-1.00","-1.00",Alice Springs
"POINT (148.72438 -33.97063)","148.724","-33.971","
",SNPP,"48305",12:14,"20210222","40.35","-1.00","-1.00",Alice Springs
"POINT (148.72814 -33.97063)","148.728","-33.971","
",SNPP,"48305",12:14,"20210222","40.36","-1.00","-1.00",Alice Springs
"POINT (147.65563 -34.38688)","147.656","-34.387","
",SNPP,"48305",12:14,"20210222","34.60","-1.00","-1.00",Alice Springs
"POINT (147.65938 -34.38688)","147.659","-34.387","
",SNPP,"48305",12:14,"20210222","34.61","-1.00","-1.00",Alice Springs
"POINT (146.29438 -34.43938)","146.294","-34.439","
",SNPP,"48305",12:14,"20210222","27.28","-1.00","-1.00",Alice Springs
"POINT (146.29813 -34.43938)","146.298","-34.439","
",SNPP,"48305",12:14,"20210222","27.30","-1.00","-1.00",Alice Springs
"POINT (148.05687 -34.44313)","148.057","-34.443","
",SNPP,"48305",12:14,"20210222","36.44","-1.00","-1.00",Alice Springs
"POINT (148.05687 -34.44688)","148.057","-34.447","
",SNPP,"48305",12:14,"20210222","36.43","-1.00","-1.00",Alice Springs
"POINT (148.33812 -34.47313)","148.338","-34.473","
",SNPP,"48305",12:14,"20210222","37.72","-1.00","-1.00",Alice Springs
"POINT (148.34188 -34.47313)","148.342","-34.473","
",SNPP,"48305",12:14,"20210222","37.74","-1.00","-1.00",Alice Springs
"POINT (146.32064 -34.60063)","146.321","-34.601","
",SNPP,"48305",12:14,"20210222","27.08","-1.00","-1.00",Alice Springs
"POINT (146.30938 -34.60438)","146.309","-34.604","
",SNPP,"48305",12:14,"20210222","27.02","-1.00","-1.00",Alice Springs
"POINT (146.31313 -34.60438)","146.313","-34.604","
",SNPP,"48305",12:14,"20210222","27.04","-1.00","-1.00",Alice Springs
"POINT (146.31688 -34.60438)","146.317","-34.604","
",SNPP,"48305",12:14,"20210222","27.05","-1.00","-1.00",Alice Springs
"POINT (138.58063 -34.77313)","138.581","-34.773","
",SNPP,"48305",12:14,"20210222","23.48","-1.00","-1.00",Alice Springs
"POINT (146.90187 -35.31313)","146.902","-35.313","
",SNPP,"48305",12:14,"20210222","28.89","-1.00","-1.00",Alice Springs
"POINT (146.90563 -35.31313)","146.906","-35.313","
",SNPP,"48305",12:14,"20210222","28.91","-1.00","-1.00",Alice Springs
"POINT (146.90938 -35.31313)","146.909","-35.313","
",SNPP,"48305",12:14,"20210222","28.94","-1.00","-1.00",Alice Springs
"POINT (146.91313 -35.31313)","146.913","-35.313","
",SNPP,"48305",12:14,"20210222","28.95","-1.00","-1.00",Alice Springs
"POINT (146.27562 -37.60438)","146.276","-37.604","
",SNPP,"48305",12:14,"20210222","20.66","-1.00","-1.00",Alice Springs
"POINT (146.27938 -37.60438)","146.279","-37.604","
",SNPP,"48305",12:14,"20210222","20.68","-1.00","-1.00",Alice Springs
"POINT (146.85314 -41.13688)","146.853","-41.137","
",SNPP,"48305",12:14,"20210222","16.23","-1.00","-1.00",Alice Springs
"POINT (146.49688 -41.49313)","146.497","-41.493","
",SNPP,"48305",12:14,"20210222","13.38","-1.00","-1.00",Alice Springs
"POINT (147.54312 -41.95813)","147.543","-41.958","
",SNPP,"48305",12:14,"20210222","18.34","-1.00","-1.00",Alice Springs
"POINT (147.54312 -41.96188)","147.543","-41.962","
",SNPP,"48305",12:14,"20210222","18.34","-1.00","-1.00",Alice Springs
"POINT (147.543 -41.961)","147.543","-41.961",,SNPP,"48305",12:14,"20210222","-1.00","8.00","3.62",Alice Springs
"POINT (147.542 -41.957)","147.542","-41.957",,SNPP,"48305",12:14,"20210222","-1.00","8.00","8.31",Alice Springs
"POINT (146.581 -41.661)","146.581","-41.661",,SNPP,"48305",12:14,"20210222","-1.00","8.00","3.42",Alice Springs
"POINT (147.31 -41.463)","147.310","-41.463",,SNPP,"48305",12:14,"20210222","-1.00","8.00","6.29",Alice Springs
"POINT (147.309 -41.459)","147.309","-41.459",,SNPP,"48305",12:14,"20210222","-1.00","8.00","4.46",Alice Springs
"POINT (146.498 -41.489)","146.498","-41.489",,SNPP,"48305",12:14,"20210222","-1.00","8.00","5.30",Alice Springs
"POINT (146.852 -41.133)","146.852","-41.133",,SNPP,"48305",12:14,"20210222","-1.00","8.00","4.24",Alice Springs
"POINT (145.383 -40.851)","145.383","-40.851",,SNPP,"48305",12:14,"20210222","-1.00","8.00","3.51",Alice Springs
"POINT (145.004 -40.839)","145.004","-40.839",,SNPP,"48305",12:14,"20210222","-1.00","8.00","2.22",Alice Springs
"POINT (146.282 -37.6)","146.282","-37.600",,SNPP,"48305",12:14,"20210222","-1.00","8.00","14.72",Alice Springs
"POINT (146.277 -37.601)","146.277","-37.601",,SNPP,"48305",12:14,"20210222","-1.00","8.00","11.83",Alice Springs
"POINT (146.911 -35.311)","146.911","-35.311",,SNPP,"48305",12:14,"20210222","-1.00","8.00","8.38",Alice Springs
"POINT (146.906 -35.312)","146.906","-35.312",,SNPP,"48305",12:14,"20210222","-1.00","8.00","8.38",Alice Springs
"POINT (146.909 -35.312)","146.909","-35.312",,SNPP,"48305",12:14,"20210222","-1.00","8.00","8.26",Alice Springs
"POINT (146.903 -35.313)","146.903","-35.313",,SNPP,"48305",12:14,"20210222","-1.00","8.00","6.22",Alice Springs
"POINT (146.902 -35.309)","146.902","-35.309",,SNPP,"48305",12:14,"20210222","-1.00","8.00","6.22",Alice Springs
"POINT (148.192 -35.002)","148.192","-35.002",,SNPP,"48305",12:14,"20210222","-1.00","7.00","47.62",Alice Springs
"POINT (148.19 -34.994)","148.190","-34.994",,SNPP,"48305",12:14,"20210222","-1.00","8.00","4.51",Alice Springs
"POINT (148.345 -34.473)","148.345","-34.473",,SNPP,"48305",12:14,"20210222","-1.00","8.00","5.92",Alice Springs
"POINT (148.34 -34.47)","148.340","-34.470",,SNPP,"48305",12:14,"20210222","-1.00","8.00","5.92",Alice Springs
"POINT (148.057 -34.444)","148.057","-34.444",,SNPP,"48305",12:14,"20210222","-1.00","8.00","3.54",Alice Springs
"POINT (148.056 -34.44)","148.056","-34.440",,SNPP,"48305",12:14,"20210222","-1.00","8.00","6.41",Alice Springs
"POINT (148.06 -34.439)","148.060","-34.439",,SNPP,"48305",12:14,"20210222","-1.00","7.00","5.42",Alice Springs
"POINT (146.314 -34.602)","146.314","-34.602",,SNPP,"48305",12:14,"20210222","-1.00","8.00","45.61",Alice Springs
"POINT (146.319 -34.597)","146.319","-34.597",,SNPP,"48305",12:14,"20210222","-1.00","8.00","3.19",Alice Springs
"POINT (146.313 -34.598)","146.313","-34.598",,SNPP,"48305",12:14,"20210222","-1.00","7.00","2.08",Alice Springs
"POINT (146.66 -34.415)","146.660","-34.415",,SNPP,"48305",12:14,"20210222","-1.00","8.00","51.83",Alice Springs
"POINT (146.659 -34.411)","146.659","-34.411",,SNPP,"48305",12:14,"20210222","-1.00","7.00","51.83",Alice Springs
"POINT (146.663 -34.407)","146.663","-34.407",,SNPP,"48305",12:14,"20210222","-1.00","7.00","69.91",Alice Springs
"POINT (148.726 -33.965)","148.726","-33.965",,SNPP,"48305",12:14,"20210222","-1.00","8.00","7.93",Alice Springs
"POINT (148.727 -33.965)","148.727","-33.965",,SNPP,"48305",12:14,"20210222","-1.00","8.00","4.29",Alice Springs
"POINT (148.722 -33.966)","148.722","-33.966",,SNPP,"48305",12:14,"20210222","-1.00","8.00","4.64",Alice Springs
"POINT (146.296 -34.437)","146.296","-34.437",,SNPP,"48305",12:14,"20210222","-1.00","8.00","5.97",Alice Springs
"POINT (145.982 -34.363)","145.982","-34.363",,SNPP,"48305",12:14,"20210222","-1.00","7.00","4.44",Alice Springs
"POINT (147.923 -33.375)","147.923","-33.375",,SNPP,"48305",12:14,"20210222","-1.00","8.00","7.60",Alice Springs
"POINT (147.919 -33.376)","147.919","-33.376",,SNPP,"48305",12:14,"20210222","-1.00","8.00","7.60",Alice Springs
"POINT (147.926 -33.37)","147.926","-33.370",,SNPP,"48305",12:14,"20210222","-1.00","7.00","2.49",Alice Springs
"POINT (148.571 -33.155)","148.571","-33.155",,SNPP,"48305",12:14,"20210222","-1.00","8.00","5.62",Alice Springs
"POINT (146.839 -33.408)","146.839","-33.408",,SNPP,"48305",12:14,"20210222","-1.00","8.00","31.44",Alice Springs
"POINT (146.838 -33.404)","146.838","-33.404",,SNPP,"48305",12:14,"20210222","-1.00","8.00","89.91",Alice Springs
"POINT (146.833 -33.405)","146.833","-33.405",,SNPP,"48305",12:14,"20210222","-1.00","8.00","127.85",Alice Springs
"POINT (145.373 -33.497)","145.373","-33.497",,SNPP,"48305",12:14,"20210222","-1.00","8.00","4.69",Alice Springs
"POINT (146.68 -33.228)","146.680","-33.228",,SNPP,"48305",12:14,"20210222","-1.00","9.00","15.79",Alice Springs
"POINT (146.674 -33.229)","146.674","-33.229",,SNPP,"48305",12:14,"20210222","-1.00","9.00","13.62",Alice Springs
"POINT (146.685 -33.227)","146.685","-33.227",,SNPP,"48305",12:14,"20210222","-1.00","8.00","15.79",Alice Springs
"POINT (146.673 -33.225)","146.673","-33.225",,SNPP,"48305",12:14,"20210222","-1.00","9.00","11.47",Alice Springs
"POINT (146.684 -33.223)","146.684","-33.223",,SNPP,"48305",12:14,"20210222","-1.00","8.00","7.84",Alice Springs
"POINT (146.678 -33.224)","146.678","-33.224",,SNPP,"48305",12:14,"20210222","-1.00","8.00","7.84",Alice Springs
"POINT (146.667 -33.226)","146.667","-33.226",,SNPP,"48305",12:14,"20210222","-1.00","8.00","11.47",Alice Springs
"POINT (146.672 -33.221)","146.672","-33.221",,SNPP,"48305",12:14,"20210222","-1.00","8.00","11.47",Alice Springs
"POINT (146.504 -33.242)","146.504","-33.242",,SNPP,"48305",12:14,"20210222","-1.00","7.00","4.65",Alice Springs
"POINT (146.389 -33.26)","146.389","-33.260",,SNPP,"48305",12:14,"20210222","-1.00","7.00","8.32",Alice Springs
"POINT (146.509 -33.217)","146.509","-33.217",,SNPP,"48305",12:14,"20210222","-1.00","7.00","3.85",Alice Springs
"POINT (146.503 -33.218)","146.503","-33.218",,SNPP,"48305",12:14,"20210222","-1.00","8.00","3.85",Alice Springs
"POINT (146.513 -33.213)","146.513","-33.213",,SNPP,"48305",12:14,"20210222","-1.00","7.00","3.93",Alice Springs
"POINT (146.508 -33.214)","146.508","-33.214",,SNPP,"48305",12:14,"20210222","-1.00","8.00","3.85",Alice Springs
"POINT (146.518 -33.208)","146.518","-33.208",,SNPP,"48305",12:14,"20210222","-1.00","7.00","5.59",Alice Springs
"POINT (146.512 -33.209)","146.512","-33.209",,SNPP,"48305",12:14,"20210222","-1.00","8.00","5.59",Alice Springs
"POINT (146.51 -33.201)","146.510","-33.201",,SNPP,"48305",12:14,"20210222","-1.00","7.00","2.85",Alice Springs
"POINT (146.505 -33.202)","146.505","-33.202",,SNPP,"48305",12:14,"20210222","-1.00","7.00","3.60",Alice Springs
"POINT (146.487 -33.202)","146.487","-33.202",,SNPP,"48305",12:14,"20210222","-1.00","7.00","9.21",Alice Springs
"POINT (146.511 -33.211)","146.511","-33.211",,SNPP,"48305",12:14,"20210222","-1.00","7.00","4.22",Alice Springs
"POINT (146.516 -33.206)","146.516","-33.206",,SNPP,"48305",12:14,"20210222","-1.00","8.00","7.31",Alice Springs
"POINT (146.509 -33.203)","146.509","-33.203",,SNPP,"48305",12:14,"20210222","-1.00","7.00","2.91",Alice Springs
"POINT (146.503 -33.201)","146.503","-33.201",,SNPP,"48305",12:14,"20210222","-1.00","7.00","2.91",Alice Springs
"POINT (146.486 -33.204)","146.486","-33.204",,SNPP,"48305",12:14,"20210222","-1.00","7.00","5.83",Alice Springs
"POINT (146.485 -33.2)","146.485","-33.200",,SNPP,"48305",12:14,"20210222","-1.00","7.00","17.72",Alice Springs
"POINT (146.751 -33.109)","146.751","-33.109",,SNPP,"48305",12:14,"20210222","-1.00","8.00","46.98",Alice Springs
"POINT (146.75 -33.105)","146.750","-33.105",,SNPP,"48305",12:14,"20210222","-1.00","9.00","46.98",Alice Springs
"POINT (146.745 -33.106)","146.745","-33.106",,SNPP,"48305",12:14,"20210222","-1.00","8.00","46.98",Alice Springs
"POINT (146.749 -33.101)","146.749","-33.101",,SNPP,"48305",12:14,"20210222","-1.00","8.00","15.48",Alice Springs
"POINT (146.743 -33.102)","146.743","-33.102",,SNPP,"48305",12:14,"20210222","-1.00","8.00","15.48",Alice Springs
"POINT (146.754 -33.096)","146.754","-33.096",,SNPP,"48305",12:14,"20210222","-1.00","8.00","9.12",Alice Springs
"POINT (146.748 -33.097)","146.748","-33.097",,SNPP,"48305",12:14,"20210222","-1.00","7.00","15.48",Alice Springs
"POINT (146.758 -33.091)","146.758","-33.091",,SNPP,"48305",12:14,"20210222","-1.00","7.00","1.88",Alice Springs
"POINT (145.549 -33.288)","145.549","-33.288",,SNPP,"48305",12:14,"20210222","-1.00","7.00","2.94",Alice Springs
"POINT (146.8 -32.969)","146.800","-32.969",,SNPP,"48305",12:14,"20210222","-1.00","7.00","2.99",Alice Springs
"POINT (143.241 -33.116)","143.241","-33.116",,SNPP,"48305",12:14,"20210222","-1.00","8.00","4.46",Alice Springs
"POINT (143.232 -33.114)","143.232","-33.114",,SNPP,"48305",12:14,"20210222","-1.00","8.00","5.96",Alice Springs
"POINT (143.228 -33.115)","143.228","-33.115",,SNPP,"48305",12:14,"20210222","-1.00","8.00","5.96",Alice Springs
"POINT (146.934 -32.442)","146.934","-32.442",,SNPP,"48305",12:14,"20210222","-1.00","9.00","12.57",Alice Springs
"POINT (146.928 -32.443)","146.928","-32.443",,SNPP,"48305",12:14,"20210222","-1.00","8.00","6.15",Alice Springs
"POINT (143.217 -33.11)","143.217","-33.110",,SNPP,"48305",12:14,"20210222","-1.00","7.00","3.13",Alice Springs
"POINT (143.213 -33.11)","143.213","-33.110",,SNPP,"48305",12:14,"20210222","-1.00","7.00","3.08",Alice Springs
"POINT (143.209 -33.111)","143.209","-33.111",,SNPP,"48305",12:14,"20210222","-1.00","7.00","3.08",Alice Springs
"POINT (146.926 -32.435)","146.926","-32.435",,SNPP,"48305",12:14,"20210222","-1.00","8.00","4.20",Alice Springs
